wban,start_date,end_date,lat_deg,lat_min,lat_sec,lng_deg,lng_min,lng_sec,dec_lat,dec_lng,time_gap,gap_calc
100,19600801,99991231,34,5,59,-93,3,57,34.0997222222,-93.0658333333,0,0
101,10101,99991231,43,4,1,74,28,59,43.0669444444,75.45,0,0
102,19580701,99991231,66,58,59,-160,25,59,66.9830555556,-160.4330555556,0,0
103,19541001,99991231,65,37,1,-168,6,0,65.6169444444,-168.1,0,0
104,10101,99991231,63,1,1,-154,22,1,63.0169444444,-154.3669444444,0,0
105,20030301,99991231,61,52,1,-162,1,59,61.8669444444,-162.0330555556,0,0
106,19730801,99991231,59,55,54,-164,1,41,59.9316666667,-164.0280555556,0,0
107,10101,99991231,59,27,0,-157,19,59,59.45,-157.3330555556,0,0
108,19730601,99991231,61,51,0,-165,34,1,61.85,-165.5669444444,0,0
109,19710801,99991231,58,58,59,-159,3,0,58.9830555556,-159.05,0,0
110,19791001,99991231,56,1,1,-161,10,1,56.0169444444,-161.1669444444,0,0
111,20020701,99991231,64,22,12,-161,13,26,64.37,-161.2238888889,0,0
112,19970401,99991231,59,43,59,-157,16,1,59.7330555556,-157.2669444444,0,0
113,20030601,99991231,66,49,5,-161,1,19,66.8180555556,-161.0219444444,0,0
114,19611001,99991231,48,36,0,-113,7,1,48.6,-113.1169444444,0,0
115,19430301,99991231,34,15,50,-116,51,14,34.2638888889,-116.8538888889,0,0
116,20030812,99991231,38,34,59,-91,0,0,38.5830555556,-91,0,0
117,19550101,99991231,40,44,49,-122,55,19,40.7469444444,-122.9219444444,0,0
118,19430701,99991231,45,25,1,-123,49,1,45.4169444444,-123.8169444444,0,0
119,19370901,99991231,46,40,59,-122,58,59,46.6830555556,-122.9830555556,0,0
120,20141217,99991231,37,4,1,-81,48,0,37.0669444444,-81.8,0,0
121,19430301,99991231,32,9,0,-111,10,1,32.15,-111.1669444444,0,0
122,19381201,99991231,41,1,59,-80,25,1,41.0330555556,-80.4169444444,0,0
123,19950801,99991231,63,29,24,-162,6,36,63.49,-162.11,0,0
124,20070326,99991231,38,58,1,-76,19,59,38.9669444444,-76.3330555556,0,0
125,20060901,99991231,45,7,1,-95,7,59,45.1169444444,-95.1330555556,0,0
126,19691201,99991231,38,19,1,-76,33,0,38.3169444444,-76.55,0,0
127,19661201,99991231,28,21,0,-97,43,1,28.35,-97.7169444444,0,0
128,19440701,99991231,31,3,22,-82,46,1,31.0561111111,-82.7669444444,0,0
129,19580801,99991231,34,51,0,-102,19,59,34.85,-102.3330555556,0,0
130,19701001,99991231,28,57,0,-98,31,1,28.95,-98.5169444444,0,0
131,20070426,99991231,39,13,1,-82,13,59,39.2169444444,-82.2330555556,0,0
132,19471001,99991231,44,1,59,-89,18,0,44.0330555556,-89.3,0,0
133,19751001,99991231,35,36,0,-92,27,0,35.6,-92.45,0,0
134,19400501,99991231,33,51,0,-98,28,59,33.85,-98.4830555556,0,0
135,19470901,99991231,38,9,0,-122,33,0,38.15,-122.55,0,0
136,19370901,99991231,39,58,59,-75,52,1,39.9830555556,-75.8669444444,0,0
137,19660901,99991231,36,25,19,-105,17,24,36.4219444444,-105.29,0,0
138,19590101,99991231,34,16,1,-87,36,0,34.2669444444,-87.6,0,0
139,20080212,99991231,40,19,59,-82,31,1,40.3330555556,-82.5169444444,0,0
140,19460901,99991231,43,25,59,-86,0,0,43.4330555556,-86,0,0
141,19440201,99991231,37,9,29,-95,46,41,37.1580555556,-95.7780555556,0,0
142,19400401,99991231,37,27,0,-94,43,59,37.45,-94.7330555556,0,0
143,19450301,99991231,39,46,1,-101,48,0,39.7669444444,-101.8,0,0
144,19410401,99991231,37,34,41,-84,46,12,37.5780555556,-84.77,0,0
145,19860401,99991231,37,37,59,-84,19,59,37.6330555556,-84.3330555556,0,0
146,19641101,99991231,38,4,1,-83,58,59,38.0669444444,-83.9830555556,0,0
148,19411001,99991231,30,49,1,-89,52,1,30.8169444444,-89.8669444444,0,0
149,19850201,99991231,36,54,0,-94,1,1,36.9,-94.0169444444,0,0
150,10101,99991231,46,13,1,-97,37,59,46.2169444444,-97.6330555556,0,0
151,19690801,99991231,44,34,1,-72,1,1,44.5669444444,-72.0169444444,0,0
152,19700701,99991231,44,55,59,-73,6,0,44.9330555556,-73.1,0,0
153,19730601,99991231,37,24,0,-77,31,1,37.4,-77.5169444444,0,0
154,20080325,99991231,36,46,59,-76,27,0,36.7830555556,-76.45,0,0
155,20070801,99991231,37,51,0,-76,52,59,37.85,-76.8830555556,0,0
156,20080325,99991231,33,54,7,-87,18,50,33.9019444444,-87.3138888889,0,0
157,19400401,99991231,40,45,0,-106,16,1,40.75,-106.2669444444,0,0
158,19620301,99991231,38,46,59,-108,4,1,38.7830555556,-108.0669444444,0,0
159,19640201,99991231,38,31,59,-106,3,0,38.5330555556,-106.05,0,0
160,19400401,99991231,40,1,59,-105,13,1,40.0330555556,-105.2169444444,0,0
161,10101,99991231,40,1,1,-105,3,0,40.0169444444,-105.05,0,0
162,19400401,99991231,40,19,59,-103,48,0,40.3330555556,-103.8,0,0
163,19610201,99991231,40,34,1,-102,16,1,40.5669444444,-102.2669444444,0,0
164,19461001,99991231,40,10,1,-105,10,1,40.1669444444,-105.1669444444,0,0
165,19620801,99991231,37,16,59,-107,3,0,37.2830555556,-107.05,0,0
166,19730901,99991231,30,30,0,-97,58,1,30.5,-97.9669444444,0,0
167,19641001,99991231,41,18,0,-85,4,1,41.3,-85.0669444444,0,0
168,19400401,99991231,40,37,1,-103,16,1,40.6169444444,-103.2669444444,0,0
169,19590601,99991231,41,23,2,-72,30,22,41.3838888889,-72.5061111111,0,0
170,19521101,99991231,39,36,0,-116,0,0,39.6,-116,0,0
171,19400401,99991231,39,10,59,-119,43,59,39.1830555556,-119.7330555556,0,0
172,19850801,99991231,34,1,59,-95,31,59,34.0330555556,-95.5330555556,0,0
173,10101,99991231,40,1,52,-86,15,4,40.0311111111,-86.2511111111,0,0
174,19460601,99991231,38,31,59,-121,46,59,38.5330555556,-121.7830555556,0,0
175,19470701,99991231,32,9,0,-94,51,0,32.15,-94.85,0,0
176,19371001,99991231,32,43,1,-98,53,31,32.7169444444,-98.8919444444,0,0
177,19510101,99991231,29,51,0,-98,51,0,29.85,-98.85,0,0
178,19421001,99991231,40,37,1,-74,15,0,40.6169444444,-74.25,0,0
179,19891001,99991231,45,54,0,-94,52,1,45.9,-94.8669444444,0,0
180,19511001,99991231,45,0,0,-92,51,0,45,-92.85,0,0
181,19870201,99991231,26,58,1,-99,15,0,26.9669444444,-99.25,0,0
182,19660501,99991231,45,59,10,-95,59,31,45.9861111111,-95.9919444444,0,0
183,19651001,99991231,42,40,59,-90,27,0,42.6830555556,-90.45,0,0
184,19480401,99991231,29,58,34,-92,5,2,29.9761111111,-92.0838888889,0,0
185,19450301,99991231,44,46,59,-88,33,0,44.7830555556,-88.55,0,0
186,20081008,99991231,30,27,36,-87,52,37,30.46,-87.8769444444,0,0
187,19770401,99991231,41,19,59,-86,40,1,41.3330555556,-86.6669444444,0,0
188,10101,99991231,29,43,1,-95,22,59,29.7169444444,-95.3830555556,0,0
189,19461001,99991231,34,18,0,-81,37,59,34.3,-81.6330555556,0,0
190,19631101,99991231,34,30,0,-81,57,0,34.5,-81.95,0,0
191,19471001,99991231,33,10,59,-80,1,59,33.1830555556,-80.0330555556,0,0
192,19431201,99991231,34,46,59,-81,12,0,34.7830555556,-81.2,0,0
193,19430101,99991231,33,39,0,-81,40,59,33.65,-81.6830555556,0,0
194,19430501,99991231,33,15,0,-81,22,59,33.25,-81.3830555556,0,0
195,19371101,99991231,34,16,59,-80,34,1,34.2830555556,-80.5669444444,0,0
196,19700701,99991231,33,43,1,-79,51,0,33.7169444444,-79.85,0,0
197,19450201,99991231,34,43,1,-79,57,0,34.7169444444,-79.95,0,0
198,19430401,99991231,32,42,4,-80,0,11,32.7011111111,-80.0030555556,0,0
199,19700801,99991231,34,43,1,-80,51,0,34.7169444444,-80.85,0,0
200,19601001,99991231,34,10,52,-79,20,6,34.1811111111,-79.335,0,0
201,19371001,99991231,32,55,1,-80,37,59,32.9169444444,-80.6330555556,0,0
202,19570201,99991231,34,0,0,-80,22,1,34,-80.3669444444,0,0
203,19731201,99991231,32,24,44,-80,38,3,32.4122222222,-80.6341666667,0,0
204,20090112,99991231,33,49,41,-79,7,19,33.8280555556,-79.1219444444,0,0
205,19440701,99991231,38,54,32,-121,21,4,38.9088888889,-121.3511111111,0,0
206,19400401,99991231,38,1,59,-120,25,1,38.0330555556,-120.4169444444,0,0
207,20081001,99991231,36,31,59,-93,12,0,36.5330555556,-93.2,0,0
208,20090204,99991231,29,48,0,-95,54,0,29.8,-95.9,0,0
209,19660501,99991231,33,36,0,-97,46,59,33.6,-97.7830555556,0,0
210,19520601,99991231,36,22,1,-82,10,1,36.3669444444,-82.1669444444,0,0
211,19650101,99991231,44,0,58,-97,5,10,44.0161111111,-97.0861111111,0,0
212,19740901,99991231,36,45,0,-97,21,0,36.75,-97.35,0,0
213,20090326,99991231,35,52,59,-101,1,59,35.8830555556,-101.0330555556,0,0
214,19770101,99991231,35,16,59,-95,6,0,35.2830555556,-95.1,0,0
215,20090326,99991231,35,28,59,-97,49,1,35.4830555556,-97.8169444444,0,0
216,19480901,99991231,43,39,47,-84,15,40,43.6630555556,-84.2611111111,0,0
217,20090420,99991231,34,37,1,-79,43,59,34.6169444444,-79.7330555556,0,0
218,19861001,99991231,33,3,47,-80,16,44,33.0630555556,-80.2788888889,0,0
219,19590401,99991231,34,24,0,-80,7,1,34.4,-80.1169444444,0,0
220,19750601,99991231,34,18,54,-81,6,32,34.315,-81.1088888889,0,0
221,19421101,99991231,35,18,0,-112,12,0,35.3,-112.2,0,0
222,20090511,99991231,38,21,0,-93,40,59,38.35,-93.6830555556,0,0
223,19790201,99991231,29,30,0,-95,28,37,29.5,-95.4769444444,0,0
224,19420601,99991231,44,5,42,-121,12,0,44.095,-121.2,0,0
225,19720201,99991231,30,31,59,-98,22,1,30.5330555556,-98.3669444444,0,0
226,10101,99991231,33,25,1,-112,40,59,33.4169444444,-112.6830555556,0,0
227,19400401,99991231,38,43,1,-120,45,0,38.7169444444,-120.75,0,0
228,19430301,99991231,37,30,47,-122,30,4,37.5130555556,-122.5011111111,0,0
229,19661201,99991231,31,6,22,-98,11,46,31.1061111111,-98.1961111111,0,0
230,19660101,99991231,30,23,42,-97,34,1,30.395,-97.5669444444,0,0
231,20090201,99991231,36,19,48,-77,38,6,36.33,-77.635,0,0
232,19670701,99991231,40,13,30,-83,21,7,40.225,-83.3519444444,0,0
234,19701201,99991231,36,24,0,-90,39,0,36.4,-90.65,0,0
235,19400401,99991231,28,52,1,-82,34,1,28.8669444444,-82.5669444444,0,0
236,19480901,99991231,43,7,1,-89,31,59,43.1169444444,-89.5330555556,0,0
237,20040901,99991231,46,1,23,-92,53,42,46.0230555556,-92.895,0,0
238,19470501,99991231,45,42,25,-94,55,59,45.7069444444,-94.9330555556,0,0
239,19501201,99991231,30,44,6,-101,12,11,30.735,-101.2030555556,0,0
240,19400401,99991231,42,56,17,-85,3,40,42.9380555556,-85.0611111111,0,0
241,19640501,99991231,43,34,44,-90,54,47,43.5788888889,-90.9130555556,0,0
242,20091229,99991231,28,4,59,-87,58,59,28.0830555556,-87.9830555556,0,0
243,20091229,99991231,27,12,0,-92,12,0,27.2,-92.2,0,0
244,20091229,99991231,28,36,0,-91,12,0,28.6,-91.2,0,0
245,10101,99991231,28,13,1,-89,37,1,28.2169444444,-89.6169444444,0,0
246,20091229,99991231,27,49,1,-94,19,1,27.8169444444,-94.3169444444,0,0
247,20091229,99991231,27,18,0,-93,31,59,27.3,-93.5330555556,0,0
248,20100112,99991231,31,33,14,-81,52,59,31.5538888889,-81.8830555556,0,0
249,19701001,99991231,33,37,59,-85,9,0,33.6330555556,-85.15,0,0
250,19440401,99991231,31,25,44,-83,29,20,31.4288888889,-83.4888888889,0,0
251,19640601,99991231,40,12,14,-84,31,55,40.2038888889,-84.5319444444,0,0
252,20081101,99991231,33,54,43,-84,56,28,33.9119444444,-84.9411111111,0,0
253,20100503,99991231,28,38,35,-89,47,38,28.6430555556,-89.7938888889,0,0
254,20100503,99991231,28,25,59,-92,52,59,28.4330555556,-92.8830555556,0,0
255,20100503,99991231,29,28,59,-93,37,59,29.4830555556,-93.6330555556,0,0
256,20100503,99991231,29,7,1,-91,52,1,29.1169444444,-91.8669444444,0,0
257,20100503,99991231,29,28,1,-92,22,1,29.4669444444,-92.3669444444,0,0
258,19790501,99991231,34,38,42,-106,50,2,34.645,-106.8338888889,0,0
259,20100507,99991231,28,34,37,-94,58,37,28.5769444444,-94.9769444444,0,0
260,20100507,99991231,27,57,43,-93,40,16,27.9619444444,-93.6711111111,0,0
261,20100518,99991231,27,16,59,-96,43,59,27.2830555556,-96.7330555556,0,0
262,10101,99991231,27,43,59,-96,10,59,27.7330555556,-96.1830555556,0,0
263,19870401,99991231,29,43,26,-98,41,42,29.7238888889,-98.695,0,0
264,19460401,99991231,43,34,52,-116,31,23,43.5811111111,-116.5230555556,0,0
265,19400401,99991231,41,3,58,-86,10,55,41.0661111111,-86.1819444444,0,0
266,19450701,99991231,47,27,4,-99,9,4,47.4511111111,-99.1511111111,0,0
267,19430401,99991231,30,54,7,-83,52,52,30.9019444444,-83.8811111111,0,0
268,19550101,99991231,32,38,46,-93,17,53,32.6461111111,-93.2980555556,0,0
269,19900801,99991231,35,56,49,-114,51,40,35.9469444444,-114.8611111111,0,0
270,20100630,99991231,28,12,32,-100,1,8,28.2088888889,-100.0188888889,0,0
271,20100721,99991231,34,49,1,-82,42,0,34.8169444444,-82.7,0,0
272,20100727,99991231,27,21,0,-94,37,59,27.35,-94.6330555556,0,0
273,19610401,99991231,33,37,55,-83,51,0,33.6319444444,-83.85,0,0
274,20020901,99991231,36,39,14,-83,13,5,36.6538888889,-83.2180555556,0,0
275,19400401,99991231,33,25,59,-88,50,56,33.4330555556,-88.8488888889,0,0
276,19420401,99991231,31,50,28,-99,24,14,31.8411111111,-99.4038888889,0,0
277,19861201,99991231,34,39,32,-87,20,56,34.6588888889,-87.3488888889,0,0
278,19440401,99991231,32,18,14,-90,24,40,32.3038888889,-90.4111111111,0,0
279,19430801,99991231,39,40,1,-119,52,34,39.6669444444,-119.8761111111,0,0
280,19671101,99991231,38,56,46,-104,34,12,38.9461111111,-104.57,0,0
281,19470101,99991231,48,53,2,-99,37,16,48.8838888889,-99.6211111111,0,0
282,19740801,99991231,46,55,30,-103,58,55,46.925,-103.9819444444,0,0
283,19481001,99991231,48,47,2,-97,37,55,48.7838888889,-97.6319444444,0,0
284,19750401,99991231,34,41,20,-86,0,22,34.6888888889,-86.0061111111,0,0
285,19460101,99991231,48,28,48,-99,14,10,48.48,-99.2361111111,0,0
286,19700901,99991231,44,15,4,-90,51,18,44.2511111111,-90.855,0,0
287,19371101,99991231,48,55,44,-103,17,49,48.9288888889,-103.2969444444,0,0
288,19380301,99991231,48,45,11,-98,23,35,48.7530555556,-98.3930555556,0,0
289,19470701,99991231,48,22,52,-102,53,53,48.3811111111,-102.8980555556,0,0
290,19610401,99991231,35,56,13,-77,32,49,35.9369444444,-77.5469444444,0,0
291,19471001,99991231,48,24,18,-97,22,16,48.405,-97.3711111111,0,0
292,19520501,99991231,47,17,24,-101,34,52,47.29,-101.5811111111,0,0
293,20101210,99991231,48,23,24,-100,1,26,48.39,-100.0238888889,0,0
294,20101210,99991231,47,47,46,-103,15,14,47.7961111111,-103.2538888889,0,0
295,19741201,99991231,38,56,49,-92,40,59,38.9469444444,-92.6830555556,0,0
296,19491231,99991231,46,46,5,-100,53,38,46.7680555556,-100.8938888889,0,0
297,19451001,99991231,46,7,1,-89,52,59,46.1169444444,-89.8830555556,0,0
298,19440701,99991231,43,4,1,-83,16,1,43.0669444444,-83.2669444444,0,0
299,19400401,99991231,29,4,1,-81,16,59,29.0669444444,-81.2830555556,0,0
300,19711101,99991231,48,18,4,-102,24,22,48.3011111111,-102.4061111111,0,0
301,19381201,99991231,46,56,31,-98,1,5,46.9419444444,-98.0180555556,0,0
302,20110112,99991231,29,13,59,-87,46,59,29.2330555556,-87.7830555556,0,0
303,20110113,99991231,27,49,59,-91,58,59,27.8330555556,-91.9830555556,0,0
304,20110113,99991231,28,37,59,-91,28,59,28.6330555556,-91.4830555556,0,0
305,20110113,99991231,29,25,59,-92,58,59,29.4330555556,-92.9830555556,0,0
306,20110113,99991231,29,10,59,-94,31,1,29.1830555556,-94.5169444444,0,0
307,20110113,99991231,29,17,46,-88,50,31,29.2961111111,-88.8419444444,0,0
308,20110113,99991231,26,49,59,-96,55,59,26.8330555556,-96.9330555556,0,0
309,20110113,99991231,28,55,1,-93,18,0,28.9169444444,-93.3,0,0
310,19480901,99991231,48,43,34,-116,17,42,48.7261111111,-116.295,0,0
311,20110125,99991231,34,54,54,-88,36,14,34.915,-88.6038888889,0,0
312,20110310,99991231,27,12,0,-90,1,59,27.2,-90.0330555556,0,0
313,19371001,99991231,30,4,16,-94,12,58,30.0711111111,-94.2161111111,0,0
314,19440201,99991231,34,18,0,-90,30,43,34.3,-90.5119444444,0,0
315,19450801,99991231,40,16,48,-83,6,54,40.28,-83.115,0,0
316,19461001,99991231,45,30,22,-91,58,52,45.5061111111,-91.9811111111,0,0
317,19550601,99991231,31,36,22,-90,24,32,31.6061111111,-90.4088888889,0,0
318,19500901,99991231,46,13,5,-100,14,42,46.2180555556,-100.245,0,0
319,19450301,99991231,40,6,0,-102,13,59,40.1,-102.2330555556,0,0
320,19490601,99991231,38,15,0,-122,36,0,38.25,-122.6,0,0
321,19810901,99991231,46,10,1,-98,4,59,46.1669444444,-98.0830555556,0,0
322,20021001,99991231,47,46,59,-99,55,59,47.7830555556,-99.9330555556,0,0
323,19470101,99991231,41,13,59,-96,36,0,41.2330555556,-96.6,0,0
324,20020801,99991231,40,22,1,-83,49,1,40.3669444444,-83.8169444444,0,0
325,19400401,99991231,30,35,53,-84,33,25,30.5980555556,-84.5569444444,0,0
326,19441001,99991231,30,37,1,-81,28,1,30.6169444444,-81.4669444444,0,0
327,19471101,99991231,47,25,23,-98,6,22,47.4230555556,-98.1061111111,0,0
328,19410301,99991231,32,6,36,-84,11,20,32.11,-84.1888888889,0,0
329,19461201,99991231,37,58,26,-92,41,28,37.9738888889,-92.6911111111,0,0
330,19420601,99991231,32,36,32,-82,22,12,32.6088888889,-82.37,0,0
331,20110824,99991231,29,14,53,-88,26,28,29.2480555556,-88.4411111111,0,0
332,20110825,99991231,28,16,12,-92,15,50,28.27,-92.2638888889,0,0
333,20110825,99991231,29,7,1,-90,12,0,29.1169444444,-90.2,0,0
334,19611101,99991231,36,51,32,-83,21,29,36.8588888889,-83.3580555556,0,0
335,19410501,99991231,32,34,1,-84,15,4,32.5669444444,-84.2511111111,0,0
336,19591101,99991231,40,42,40,-86,22,30,40.7111111111,-86.375,0,0
337,20111102,99991231,32,12,50,-83,7,41,32.2138888889,-83.1280555556,0,0
338,20111214,99991231,30,1,59,-85,31,59,30.0330555556,-85.5330555556,0,0
339,19400401,99991231,33,13,37,-84,16,30,33.2269444444,-84.275,0,0
340,19650701,99991231,35,42,14,-79,30,14,35.7038888889,-79.5038888889,0,0
341,20110130,99991231,44,9,0,-107,10,1,44.15,-107.1669444444,0,0
342,20110130,99991231,42,31,1,-108,46,59,42.5169444444,-108.7830555556,0,0
343,10101,99991231,44,1,1,-92,28,59,44.0169444444,-92.4830555556,0,0
344,19700101,99991231,35,10,41,-86,3,58,35.1780555556,-86.0661111111,0,0
345,19381201,99991231,32,19,59,-108,41,28,32.3330555556,-108.6911111111,0,0
346,19600901,99991231,40,58,59,-122,41,38,40.9830555556,-122.6938888889,0,0
347,19400401,99991231,41,34,19,-86,44,6,41.5719444444,-86.735,0,0
348,19421001,99991231,35,22,48,-86,14,46,35.38,-86.2461111111,0,0
349,19480401,99991231,32,19,52,-102,31,48,32.3311111111,-102.53,0,0
350,19451001,99991231,31,41,2,-83,16,12,31.6838888889,-83.27,0,0
351,19450801,99991231,30,52,44,-96,58,16,30.8788888889,-96.9711111111,0,0
352,19630801,99991231,31,53,6,-82,38,49,31.885,-82.6469444444,0,0
353,20120724,99991231,43,28,1,-108,23,20,43.4669444444,-108.3888888889,0,0
354,20120821,99991231,39,19,55,-94,18,36,39.3319444444,-94.31,0,0
355,20040514,99991231,34,19,1,-84,25,1,34.3169444444,-84.4169444444,0,0
356,19361201,99991231,38,31,59,-76,1,59,38.5330555556,-76.0330555556,0,0
357,19430801,99991231,31,39,58,-98,8,56,31.6661111111,-98.1488888889,0,0
358,19400401,99991231,38,58,52,-76,55,19,38.9811111111,-76.9219444444,0,0
359,19870801,99991231,30,7,52,-93,22,34,30.1311111111,-93.3761111111,0,0
360,19400401,99991231,27,16,1,-80,51,0,27.2669444444,-80.85,0,0
361,19620801,99991231,37,1,59,-85,57,0,37.0330555556,-85.95,0,0
362,20041108,99991231,31,25,1,-97,48,0,31.4169444444,-97.8,0,0
363,19461201,99991231,38,46,59,-93,48,0,38.7830555556,-93.8,0,0
364,19691101,99991231,35,33,0,-98,40,1,35.55,-98.6669444444,0,0
365,19910301,99991231,27,55,1,-97,12,0,27.9169444444,-97.2,0,0
366,19710401,99991231,32,12,0,-81,52,12,32.2,-81.87,0,0
367,19640601,99991231,38,35,10,-77,42,40,38.5861111111,-77.7111111111,0,0
368,19480901,99991231,48,56,28,-97,54,11,48.9411111111,-97.9030555556,0,0
369,20090301,99991231,33,17,10,-117,27,22,33.2861111111,-117.4561111111,0,0
370,10101,99991231,35,1,12,-76,27,36,35.02,-76.46,0,0
371,19660901,99991231,33,35,13,-80,12,32,33.5869444444,-80.2088888889,0,0
372,19751201,99991231,36,3,22,-85,31,52,36.0561111111,-85.5311111111,0,0
373,19441001,99991231,33,37,1,-92,46,1,33.6169444444,-92.7669444444,0,0
374,19640501,99991231,34,15,25,-111,20,20,34.2569444444,-111.3388888889,0,0
375,19560501,99991231,34,51,0,-111,46,59,34.85,-111.7830555556,0,0
376,20050317,99991231,40,27,36,-106,45,36,40.46,-106.76,0,0
377,19460101,99991231,28,49,1,-82,19,1,28.8169444444,-82.3169444444,0,0
378,19691101,99991231,30,21,22,-95,0,29,30.3561111111,-95.0080555556,0,0
379,10101,99991231,40,34,1,-75,28,59,40.5669444444,-75.4830555556,0,0
380,19900427,99991231,41,13,1,-81,15,0,41.2169444444,-81.25,0,0
381,19450901,99991231,30,14,35,-92,40,23,30.2430555556,-92.6730555556,0,0
382,19400401,99991231,34,35,38,-83,17,46,34.5938888889,-83.2961111111,0,0
383,19410501,99991231,35,1,1,-80,4,59,35.0169444444,-80.0830555556,0,0
384,19400401,99991231,41,42,12,-86,49,16,41.7033333333,-86.8211111111,0,0
385,20050607,99991231,38,46,59,-106,13,1,38.7830555556,-106.2169444444,0,0
386,19371101,99991231,44,28,59,-103,46,59,44.4830555556,-103.7830555556,0,0
387,19431201,99991231,44,24,0,-118,58,1,44.4,-118.9669444444,0,0
388,19410501,99991231,40,49,1,-87,3,0,40.8169444444,-87.05,0,0
389,19610901,99991231,33,52,23,-88,29,24,33.8730555556,-88.49,0,0
390,19860701,99991231,32,54,0,-79,46,59,32.9,-79.7830555556,0,0
391,19440601,99991231,33,19,1,-79,19,1,33.3169444444,-79.3169444444,0,0
392,19430401,99991231,36,54,0,-121,25,1,36.9,-121.4169444444,0,0
393,19750701,99991231,65,13,59,-166,21,0,65.2330555556,-166.35,0,0
394,19571101,99991231,34,8,49,-83,33,40,34.1469444444,-83.5611111111,0,0
395,19720801,99991231,37,4,55,-121,35,49,37.0819444444,-121.5969444444,0,0
396,19470201,99991231,40,33,14,-124,7,59,40.5538888889,-124.1330555556,0,0
397,19410301,99991231,39,13,26,-121,0,11,39.2238888889,-121.0030555556,0,0
398,19480401,99991231,18,0,0,-66,33,0,18,-66.55,0,0
399,19750315,20101010,18,2,45,-63,6,53,18.0458333333,-63.1147222222,0,0
399,20101010,99991231,18,2,45,-63,6,53,18.0458333333,-63.1147222222,0,0
400,19750315,20100909,17,29,54,-62,58,49,17.4983333333,-62.9802777778,0,0
400,20100909,99991231,17,29,54,-62,58,49,17.4983333333,-62.9802777778,0,0
401,19750315,99991231,16,16,1,-61,36,0,16.2669444444,-61.6,0,0
402,19750315,99991231,15,31,59,-61,18,0,15.5330555556,-61.3,0,0
403,19750315,99991231,15,19,59,-61,22,59,15.3330555556,-61.3830555556,0,0
404,19750315,99991231,14,36,0,-61,0,0,14.6,-61,0,0
405,19750315,99991231,14,1,1,-61,0,0,14.0169444444,-61,0,0
406,19750315,99991231,13,45,0,-60,57,0,13.75,-60.95,0,0
407,19750315,99991231,13,7,59,-61,12,0,13.1330555556,-61.2,0,0
408,19750315,99991231,13,4,1,-59,28,59,13.0669444444,-59.4830555556,0,0
409,19850522,99991231,12,0,0,-61,46,59,12,-61.7830555556,0,0
410,19871224,99991231,11,9,0,-60,49,59,11.15,-60.8330555556,0,0
411,19750315,99991231,12,30,0,-70,1,1,12.5,-70.0169444444,0,0
412,19750315,20101010,12,12,0,-68,58,1,12.2,-68.9669444444,0,0
412,20101010,99991231,12,12,0,-68,58,1,12.2,-68.9669444444,0,0
413,19750315,20100909,12,9,0,-68,16,59,12.15,-68.2830555556,0,0
413,20100909,99991231,12,9,0,-68,16,59,12.15,-68.2830555556,0,0
414,20001206,99991231,-77,57,0,166,31,1,-76.05,166.5333333333,0,0
415,19440201,99991231,29,50,41,-82,2,51,29.8447222222,-82.0475,0,0
416,19710701,99991231,38,40,2,-78,30,4,38.6672222222,-78.5011111111,0,0
417,19901101,99991231,45,51,10,-106,42,33,45.8527777778,-106.7091666667,0,0
418,20100630,99991231,26,4,1,-97,9,0,26.0669444444,-97.15,0,0
419,20070326,99991231,39,48,0,-105,45,58,39.8,-105.7661111111,0,0
420,10101,99991231,29,21,0,-89,25,59,29.35,-89.4330555556,0,0
421,20131101,99991231,37,21,0,-87,24,0,37.35,-87.4,0,0
422,20050607,99991231,39,3,0,-105,30,58,39.05,-105.5161111111,0,0
423,10101,99991231,30,26,28,-93,28,25,30.4411111111,-93.4736111111,0,0
424,20050607,99991231,39,26,0,-107,23,0,39.4333333333,-107.3833333333,0,0
425,19521001,99991231,43,59,8,-73,5,44,43.9855555556,-73.0955555556,0,0
426,19641201,99991231,41,9,9,-104,8,5,41.1525,-104.1347222222,0,0
428,19600801,99991231,34,5,59,-93,3,58,34.0997222222,-93.0661111111,0,0
429,19460901,99991231,38,14,20,-108,33,48,38.2388888889,-108.5633333333,0,0
430,19400401,99991231,41,38,23,-85,5,1,41.6397222222,-85.0836111111,0,0
431,19371101,99991231,32,31,14,-94,18,28,32.5205555556,-94.3077777778,0,0
432,19861231,99991231,29,15,0,-89,57,58,29.25,-89.9661111111,0,0
433,20090827,99991231,38,21,21,-119,31,8,38.3558333333,-119.5188888889,0,0
434,20100507,99991231,28,3,29,-95,52,19,28.0580555556,-95.8719444444,0,0
435,20100518,99991231,28,30,0,-95,42,58,28.5,-95.7161111111,0,0
436,20131101,99991231,41,24,42,-96,6,31,41.4116666667,-96.1086111111,0,0
437,19620101,99991231,36,39,52,-88,22,22,36.6644444444,-88.3727777778,0,0
438,19420501,99991231,30,42,56,-96,19,53,30.7155555556,-96.3313888889,0,0
439,19430301,99991231,31,59,20,-83,46,26,31.9888888889,-83.7738888889,0,0
440,19581201,99991231,34,16,7,-85,51,29,34.2686111111,-85.8580555556,0,0
441,19650101,99991231,38,42,2,-87,7,47,38.7005555556,-87.1297222222,0,0
442,20100503,99991231,29,7,0,-89,33,0,29.1166666667,-89.55,0,0
443,19570901,99991231,43,32,54,-109,41,25,43.5483333333,-109.6902777778,0,0
