wban,start_date,end_date,lat_deg,lat_min,lat_sec,lng_deg,lng_min,lng_sec,dec_lat,dec_lng,time_gap,gap_calc
25613,19420930,19421001,59,1,0,-161,47,0,59.0166666667,-161.7833333333,0,0
25613,19421001,19450901,59,1,0,-161,47,0,59.0166666667,-161.7833333333,0,0
25613,19450901,19490901,59,1,0,-161,47,0,59.0166666667,-161.7833333333,0,0
25613,19490901,19640630,59,1,0,-161,47,0,59.0166666667,-161.7833333333,0,0
25614,19481008,19501204,53,53,0,-166,32,0,53.8833333333,-166.5333333333,0,0
25615,19431001,19450430,54,25,0,-162,28,0,54.4166666667,-162.4666666667,0,0
25616,19540730,19540801,53,53,0,-166,32,0,53.8833333333,-166.5333333333,0,0
25616,19540801,19560801,53,53,0,-166,32,0,53.8833333333,-166.5333333333,0,0
25616,19560801,19560831,53,53,0,-166,32,0,53.8833333333,-166.5333333333,0,0
25616,19560831,19570930,53,53,0,-166,32,0,53.8833333333,-166.5333333333,0,0
25616,19570930,19601201,53,53,0,-166,32,0,53.8833333333,-166.5333333333,0,0
25616,19601201,19740131,53,53,0,-166,32,0,53.8833333333,-166.5333333333,0,0
25616,19740131,19750606,53,53,0,-166,32,0,53.8833333333,-166.5333333333,0,0
25616,19760705,19811001,53,54,0,-166,32,0,53.9,-166.5333333333,10099,10099
25616,19811001,19841024,53,54,0,-166,32,0,53.9,-166.5333333333,10099,0
25616,19841024,19910601,53,54,0,-166,32,0,53.9,-166.5333333333,10099,0
25616,19910601,20100729,53,54,0,-166,32,0,53.9,-166.5333333333,10099,0
25616,20100729,20110324,53,53,42,-166,32,36,53.895,-166.5433333333,10099,0
25616,20110324,20150201,53,53,42,-166,32,36,53.895,-166.5433333333,10099,0
25616,20150201,99991231,53,53,42,-166,32,36,53.895,-166.5433333333,10099,0
25617,19410901,19410919,55,20,0,-160,30,0,55.3333333333,-160.5,0,0
25617,19410919,19430101,55,20,0,-160,30,0,55.3333333333,-160.5,0,0
25617,19430101,19450101,55,20,0,-160,30,0,55.3333333333,-160.5,0,0
25617,19450101,19470731,55,20,0,-160,30,0,55.3333333333,-160.5,0,0
25617,19470731,19610201,55,20,0,-160,30,0,55.3333333333,-160.5,0,0
25617,19610201,19610430,55,20,0,-160,30,0,55.3333333333,-160.5,0,0
25617,19620301,19740101,55,20,0,-160,30,0,55.3333333333,-160.5,9871,9871
25617,19740101,19740131,55,19,0,-160,31,0,55.3166666667,-160.5166666667,9871,0
25617,19740131,19800501,55,19,0,-160,31,0,55.3166666667,-160.5166666667,9871,0
25617,19800501,19811130,55,19,0,-160,31,0,55.3166666667,-160.5166666667,9871,0
25617,19811130,19820101,55,19,0,-160,31,0,55.3166666667,-160.5166666667,9871,0
25617,19820101,19881129,55,19,0,-160,31,0,55.3166666667,-160.5166666667,9871,0
25617,19881129,19940701,55,19,0,-160,31,0,55.3166666667,-160.5166666667,9871,0
25617,19940701,20011119,55,19,10,-160,31,15,55.3194444444,-160.5208333333,9871,0
25617,20011119,20110415,55,19,10,-160,31,15,55.3194444444,-160.5208333333,9871,0
25617,20110415,20150201,55,19,10,-160,31,15,55.3194444444,-160.5208333333,9871,0
25617,20150201,99991231,55,19,10,-160,31,15,55.3194444444,-160.5208333333,9871,0
25618,19360101,19421201,54,25,0,-164,45,0,54.4166666667,-164.75,0,0
25618,19421201,19421231,54,25,0,-164,45,0,54.4166666667,-164.75,0,0
25618,19421231,19460228,54,25,0,-164,45,0,54.4166666667,-164.75,0,0
25619,19431201,19450430,53,58,0,-166,7,0,53.9666666667,-166.1166666667,0,0
25621,19501231,19631114,53,23,0,-167,54,0,53.3833333333,-167.9,0,0
25621,19631114,19700107,53,23,0,-167,54,0,53.3833333333,-167.9,0,0
25621,19700107,19720930,53,23,0,-167,54,0,53.3833333333,-167.9,0,0
25622,19400201,19411031,54,36,0,-164,56,0,54.6,-164.9333333333,0,0
25622,19411031,19520301,54,36,0,-164,56,0,54.6,-164.9333333333,0,0
25622,19520301,19520331,54,36,0,-164,56,0,54.6,-164.9333333333,0,0
25622,19520331,19560101,54,36,0,-164,56,0,54.6,-164.9333333333,0,0
25622,19560101,19801211,54,36,0,-164,56,0,54.6,-164.9333333333,0,0
25623,19530701,19610101,58,40,0,-162,10,0,58.6666666667,-162.1666666667,0,0
25623,19610101,19630101,58,39,0,-162,4,0,58.65,-162.0666666667,0,0
25623,19630101,19811231,58,39,0,-162,4,0,58.65,-162.0666666667,0,0
25623,19811231,19950101,58,39,0,-162,4,0,58.65,-162.0666666667,0,0
25623,19950101,99991231,58,39,0,-162,4,0,58.65,-162.0666666667,0,0
25624,19531001,19531101,55,12,0,-162,43,0,55.2,-162.7166666667,0,0
25624,19531101,19540101,55,12,0,-162,43,0,55.2,-162.7166666667,0,0
25624,19540101,19550101,55,12,0,-162,43,0,55.2,-162.7166666667,0,0
25624,19550101,19600601,55,12,0,-162,43,0,55.2,-162.7166666667,0,0
25624,19600601,19610101,55,12,0,-162,43,0,55.2,-162.7166666667,0,0
25624,19610101,19690101,55,12,0,-162,43,0,55.2,-162.7166666667,0,0
25624,19690101,19730609,55,12,0,-162,43,0,55.2,-162.7166666667,0,0
25624,19730609,19811231,55,12,0,-162,43,0,55.2,-162.7166666667,0,0
25624,19811231,19820101,55,12,0,-162,43,0,55.2,-162.7166666667,0,0
25624,19820101,19830516,55,12,0,-162,43,0,55.2,-162.7166666667,0,0
25624,19830516,19980701,55,12,0,-162,43,0,55.2,-162.7166666667,0,0
25624,19980701,20020111,55,12,24,-162,43,18,55.2066666667,-162.7216666667,0,0
25624,20020111,20070529,55,13,15,-162,43,40,55.2208333333,-162.7277777778,0,0
25624,20070529,20101125,55,13,15,-162,43,57,55.2208333333,-162.7325,0,0
25624,20101125,20150201,55,13,15,-162,43,57,55.2208333333,-162.7325,0,0
25624,20150201,20171001,55,13,15,-162,43,57,55.2208333333,-162.7325,0,0
25624,20171001,20190522,55,13,15,-162,43,57,55.2208333333,-162.7325,0,0
25624,20190522,99991231,55,13,15,-162,43,57,55.2208333333,-162.7325,0,0
25625,19590601,19650101,56,0,0,-160,31,0,56,-160.5166666667,0,0
25625,19650101,19680101,56,0,0,-160,31,0,56,-160.5166666667,0,0
25625,19680101,19690531,56,0,0,-160,31,0,56,-160.5166666667,0,0
25625,19690531,19950101,56,0,0,-160,31,0,56,-160.5166666667,0,0
25625,19950101,99991231,56,0,0,-160,31,0,56,-160.5166666667,0,0
25626,19590601,19690531,52,55,0,-168,47,0,52.9166666667,-168.7833333333,0,0
25626,19690531,19950101,52,55,0,-168,47,0,52.9166666667,-168.7833333333,0,0
25626,19950101,99991231,52,55,0,-168,47,0,52.9166666667,-168.7833333333,0,0
25627,10101,99991231,54,28,0,-162,42,0,54.4666666667,-162.7,0,0
25628,19960918,99991231,56,36,0,-169,33,54,56.6,-169.565,0,0
25629,19910417,99991231,59,4,0,-160,22,0,59.0666666667,-160.3666666667,0,0
25630,20090821,20110214,55,20,50,-160,27,58,55.3472222222,-160.4661111111,0,0
25630,20110214,20140207,55,20,50,-160,27,58,55.3472222222,-160.4661111111,0,0
25630,20140207,20150201,55,20,50,-160,27,58,55.3472222222,-160.4661111111,0,0
25630,20150201,99991231,55,20,50,-160,27,58,55.3472222222,-160.4661111111,0,0
25701,19421001,19450101,51,53,0,-176,39,0,51.8833333333,-176.65,0,0
25701,19450101,19460101,51,53,0,-176,39,0,51.8833333333,-176.65,0,0
25701,19460101,19470101,51,53,0,-176,39,0,51.8833333333,-176.65,0,0
25701,19470101,19480101,51,53,0,-176,39,0,51.8833333333,-176.65,0,0
25701,19480101,19500630,51,53,0,-176,39,0,51.8833333333,-176.65,0,0
25702,19430201,19440831,51,33,0,-178,48,0,51.55,-178.8,0,0
25703,19430401,19450930,52,23,0,-172,25,0,52.3833333333,-172.4166666667,0,0
25704,19421001,19430101,51,52,0,-176,39,0,51.8666666667,-176.65,0,0
25704,19430101,19440101,51,53,0,-176,38,0,51.8833333333,-176.6333333333,0,0
25704,19440101,19450930,51,57,0,-176,36,0,51.95,-176.6,0,0
25704,19500701,19520101,51,53,0,-176,39,0,51.8833333333,-176.65,49771,49771
25704,19520101,19610101,51,53,0,-176,39,0,51.8833333333,-176.65,49771,0
25704,19610101,19820101,51,53,0,-176,39,0,51.8833333333,-176.65,49771,0
25704,19820101,19940101,51,53,0,-176,39,0,51.8833333333,-176.65,49771,0
25704,19940101,19960731,51,53,0,-176,39,0,51.8833333333,-176.65,49771,0
25704,19970801,20150201,51,53,0,-176,39,0,51.8833333333,-176.65,49771,10070
25704,20150201,99991231,51,53,0,-176,39,0,51.8833333333,-176.65,49771,0
25705,19431101,19451031,57,8,0,-170,16,0,57.1333333333,-170.2666666667,0,0
25705,19451031,19460801,57,8,0,-170,16,0,57.1333333333,-170.2666666667,0,0
25705,19460801,19461231,57,8,0,-170,16,0,57.1333333333,-170.2666666667,0,0
25707,19440201,19441231,51,53,0,-176,39,0,51.8833333333,-176.65,0,0
25708,19440201,19451031,52,13,0,-174,12,0,52.2166666667,-174.2,0,0
25708,19451031,19470101,52,13,0,-174,12,0,52.2166666667,-174.2,0,0
25708,19470101,19491130,52,13,0,-174,12,0,52.2166666667,-174.2,0,0
25709,19461201,19490331,51,45,0,-178,2,0,51.75,-178.0333333333,0,0
25710,19421201,19431130,52,14,0,-174,13,0,52.2333333333,-174.2166666667,0,0
25711,20050807,20110214,57,9,27,-170,12,43,57.1575,-170.2119444444,0,0
25711,20110214,20140207,57,9,27,-170,12,43,57.1575,-170.2119444444,0,0
25711,20140207,20150201,57,9,27,-170,12,43,57.1575,-170.2119444444,0,0
25711,20150201,99991231,57,9,27,-170,12,43,57.1575,-170.2119444444,0,0
25712,19330601,19340531,57,7,0,-170,16,0,57.1166666667,-170.2666666667,0,0
25713,19451001,19460430,57,7,0,-170,16,0,57.1166666667,-170.2666666667,0,0
25713,19470101,19470702,57,9,0,-170,13,0,57.15,-170.2166666667,9671,9671
25713,19470702,19481101,57,9,0,-170,13,0,57.15,-170.2166666667,9671,0
25713,19481101,19481130,57,9,0,-170,13,0,57.15,-170.2166666667,9671,0
25713,19481130,19481231,57,9,0,-170,13,0,57.15,-170.2166666667,9671,0
25713,19481231,19490601,57,9,0,-170,13,0,57.15,-170.2166666667,9671,0
25713,19490601,19730101,57,9,0,-170,13,0,57.15,-170.2166666667,9671,0
25713,19730101,19750304,57,9,0,-170,13,0,57.15,-170.2166666667,9671,0
25713,19750304,19811231,57,9,0,-170,13,0,57.15,-170.2166666667,9671,0
25713,19811231,19820101,57,9,0,-170,13,0,57.15,-170.2166666667,9671,0
25713,19820101,19970101,57,9,0,-170,13,0,57.15,-170.2166666667,9671,0
25713,19970101,20020107,57,9,48,-170,13,12,57.1633333333,-170.22,9671,0
25713,20020107,20101118,57,9,34,-170,13,20,57.1594444444,-170.2222222222,9671,0
25713,20101118,20110415,57,9,19,-170,13,20,57.1552777778,-170.2222222222,9671,0
25713,20110415,20150201,57,9,19,-170,13,20,57.1552777778,-170.2222222222,9671,0
25713,20150201,20171001,57,9,19,-170,13,20,57.1552777778,-170.2222222222,9671,0
25713,20171001,20190528,57,9,19,-170,13,20,57.1552777778,-170.2222222222,9671,0
25713,20190528,99991231,57,9,19,-170,13,20,57.1552777778,-170.2222222222,9671,0
25714,19440301,19460331,51,45,0,-178,2,0,51.75,-178.0333333333,0,0
25714,19460331,19470101,51,45,0,-178,2,0,51.75,-178.0333333333,0,0
25714,19470101,19490331,51,45,0,-178,2,0,51.75,-178.0333333333,0,0
25715,19361101,19400101,52,12,0,-174,20,0,52.2,-174.3333333333,0,0
25715,19400101,19420611,52,10,0,-174,12,0,52.1666666667,-174.2,0,0
25715,19420611,19420630,52,10,0,-174,12,0,52.1666666667,-174.2,0,0
25715,19490901,19500331,52,13,0,-174,12,0,52.2166666667,-174.2,70271,70271
25715,19501101,19510731,52,10,0,-174,12,0,52.1666666667,-174.2,70271,770
25715,20010607,20150201,52,13,13,-174,12,22,52.2202777778,-174.2061111111,499876,499876
25715,20150201,99991231,52,13,13,-174,12,22,52.2202777778,-174.2061111111,499876,0
25717,19340601,19340831,51,43,0,-177,15,0,51.7166666667,-177.25,0,0
25717,19420101,19420228,51,46,0,-177,15,0,51.7666666667,-177.25,79270,79270
26001,19350101,19601031,69,7,0,-105,1,0,69.1166666667,-105.0166666667,0,0
26002,19490101,99991231,61,8,0,-100,55,0,61.1333333333,-100.9166666667,0,0
26003,19481001,99991231,62,43,0,-109,6,0,62.7166666667,-109.1,0,0
26004,19560901,19620930,66,51,0,-108,1,0,66.85,-108.0166666667,0,0
26005,19601001,20071002,69,6,0,-105,8,0,69.1,-105.1333333333,0,0
26005,20071002,99991231,69,6,0,-105,8,0,69.1,-105.1333333333,0,0
26006,19660401,19670831,68,40,0,-101,43,0,68.6666666667,-101.7166666667,0,0
26007,10101,99991231,61,8,0,-100,54,0,61.1333333333,-100.9,0,0
26008,10101,99991231,65,6,0,-102,26,0,65.1,-102.4333333333,0,0
26009,19910110,99991231,62,43,0,-109,10,0,62.7166666667,-109.1666666667,0,0
26091,19550801,99991231,68,45,0,-109,4,0,68.75,-109.0666666667,0,0
26095,19551001,99991231,68,39,0,-101,44,0,68.65,-101.7333333333,0,0
26101,19340101,19471231,61,10,0,-113,41,0,61.1666666667,-113.6833333333,0,0
26102,19340101,19471231,60,1,0,-111,58,0,60.0166666667,-111.9666666667,0,0
26103,19340101,19451031,60,51,0,-115,46,0,60.85,-115.7666666667,0,0
26104,19430301,19620831,61,20,0,-117,40,0,61.3333333333,-117.6666666667,0,0
26105,19440101,19440831,61,15,0,-118,38,0,61.25,-118.6333333333,0,0
26106,19480201,19490930,65,44,0,-118,55,0,65.7333333333,-118.9166666667,0,0
26107,19340101,19471231,67,49,0,-115,5,0,67.8166666667,-115.0833333333,0,0
26108,19480301,19500731,64,16,0,-115,13,0,64.2666666667,-115.2166666667,0,0
26109,19371201,19610131,66,5,0,-118,2,0,66.0833333333,-118.0333333333,0,0
26110,19420701,19471231,62,28,0,-114,27,0,62.4666666667,-114.45,0,0
26111,19470601,99991231,63,30,0,-116,0,0,63.5,-116,0,0
26112,19560701,99991231,65,29,0,-110,22,0,65.4833333333,-110.3666666667,0,0
26113,19660401,19670831,68,28,0,-113,13,0,68.4666666667,-113.2166666667,0,0
26114,19660401,19670831,68,56,0,-116,55,0,68.9333333333,-116.9166666667,0,0
26115,19780101,99991231,67,49,0,-115,9,0,67.8166666667,-115.15,0,0
26116,19751101,99991231,66,5,0,-117,56,0,66.0833333333,-117.9333333333,0,0
26117,19720901,19740831,62,24,0,-110,44,0,62.4,-110.7333333333,0,0
26118,19780101,99991231,60,2,0,-111,56,0,60.0333333333,-111.9333333333,0,0
26119,19611201,19611231,61,32,0,-149,50,0,61.5333333333,-149.8333333333,0,0
26121,19840501,99991231,65,37,0,-118,8,0,65.6166666667,-118.1333333333,0,0
26192,19550801,19570731,68,56,0,-116,56,0,68.9333333333,-116.9333333333,0,0
26194,19551001,20071002,68,30,0,-113,13,0,68.5,-113.2166666667,0,0
26194,20071002,99991231,68,30,0,-113,13,0,68.5,-113.2166666667,0,0
26201,19430601,19441130,63,12,0,-123,20,0,63.2,-123.3333333333,0,0
26202,19430401,19471231,65,17,0,-126,48,0,65.2833333333,-126.8,0,0
26203,19340101,19631031,61,52,0,-121,21,0,61.8666666667,-121.35,0,0
26204,19440401,19451031,60,16,0,-121,48,0,60.2666666667,-121.8,0,0
26205,19381001,19471231,60,7,0,-128,49,0,60.1166666667,-128.8166666667,0,0
26206,19340101,19510131,64,54,0,-125,30,0,64.9,-125.5,0,0
26207,19340101,19541231,66,15,0,-128,38,0,66.25,-128.6333333333,0,0
26208,19430801,19470930,63,12,0,-123,25,0,63.2,-123.4166666667,0,0
26209,19411001,19480531,61,17,0,-129,24,0,61.2833333333,-129.4,0,0
26210,19631001,99991231,61,45,0,-121,14,0,61.75,-121.2333333333,0,0
26211,19650601,99991231,66,16,0,-128,39,0,66.2666666667,-128.65,0,0
26212,19660401,19670831,69,55,0,-128,58,0,69.9166666667,-128.9666666667,0,0
26213,19730701,99991231,60,14,0,-123,28,0,60.2333333333,-123.4666666667,0,0
26214,19841016,99991231,65,17,0,-126,45,0,65.2833333333,-126.75,0,0
26215,19900124,20071002,60,14,0,-123,28,0,60.2333333333,-123.4666666667,0,0
26215,20071002,99991231,60,14,0,-123,28,0,60.2333333333,-123.4666666667,0,0
26291,19550801,99991231,69,57,0,-128,55,0,69.95,-128.9166666667,0,0
26294,19570601,99991231,69,35,0,-120,45,0,69.5833333333,-120.75,0,0
26301,19431101,19460331,60,52,0,-137,8,0,60.8666666667,-137.1333333333,0,0
26302,19430401,19450831,60,38,0,-132,3,0,60.6333333333,-132.05,0,0
26303,19420901,19430331,60,30,0,-133,24,0,60.5,-133.4,0,0
26304,19431101,19460331,60,0,0,-131,11,0,60,-131.1833333333,0,0
26305,19430801,19450430,60,29,0,-133,27,0,60.4833333333,-133.45,0,0
26306,19430801,19440731,60,25,0,-133,45,0,60.4166666667,-133.75,0,0
26307,19430801,19450831,60,5,0,-130,10,0,60.0833333333,-130.1666666667,0,0
26308,19440228,19440401,61,25,0,-139,7,0,61.4166666667,-139.1166666667,0,0
26309,19440101,19440831,62,1,0,-132,25,0,62.0166666667,-132.4166666667,0,0
26310,19440101,19450930,61,21,0,-139,2,0,61.35,-139.0333333333,0,0
26311,19440601,19460331,60,43,0,-135,5,0,60.7166666667,-135.0833333333,0,0
26312,19440801,19450331,62,11,0,-131,45,0,62.1833333333,-131.75,0,0
26313,19450501,19450831,60,29,0,-133,27,0,60.4833333333,-133.45,0,0
26314,19420901,19430331,61,36,0,-137,32,0,61.6,-137.5333333333,0,0
26314,19430601,19471231,61,39,0,-137,29,0,61.65,-137.4833333333,270,270
26315,19480501,19480901,69,15,0,-134,0,0,69.25,-134,0,0
26315,19480901,19500331,69,17,0,-133,56,0,69.2833333333,-133.9333333333,0,0
26316,19401001,99991231,60,43,0,-135,4,0,60.7166666667,-135.0666666667,0,0
26317,19340101,19601130,68,14,0,-135,0,0,68.2333333333,-135,0,0
26318,19430901,19471231,60,10,0,-132,45,0,60.1666666667,-132.75,0,0
26319,19340101,19471231,64,4,0,-139,26,0,64.0666666667,-139.4333333333,0,0
26320,19340101,99991231,63,37,0,-135,52,0,63.6166666667,-135.8666666667,0,0
26321,19500901,19530331,62,6,0,-136,18,0,62.1,-136.3,0,0
26321,19630801,99991231,62,6,0,-136,18,0,62.1,-136.3,100470,100470
26322,19441001,19710331,60,45,0,-137,35,0,60.75,-137.5833333333,0,0
26323,19550101,20071002,68,18,0,-133,29,0,68.3,-133.4833333333,0,0
26323,20071002,99991231,68,18,0,-133,29,0,68.3,-133.4833333333,0,0
26324,19600501,19600831,64,51,0,-138,22,0,64.85,-138.3666666667,0,0
26325,19660901,99991231,61,22,0,-139,3,0,61.3666666667,-139.05,0,0
26326,19660401,19670831,68,55,0,-137,15,0,68.9166666667,-137.25,0,0
26327,19700901,19700930,69,26,0,-133,2,0,69.4333333333,-133.0333333333,0,0
26328,19760101,20071002,64,3,0,-139,8,0,64.05,-139.1333333333,0,0
26328,20071002,99991231,64,3,0,-139,8,0,64.05,-139.1333333333,0,0
26329,19711001,20071002,62,14,0,-133,21,0,62.2333333333,-133.35,0,0
26329,20071002,99991231,62,14,0,-133,21,0,62.2333333333,-133.35,0,0
26330,19510901,20071002,67,34,0,-139,50,0,67.5666666667,-139.8333333333,0,0
26330,20071002,99991231,67,34,0,-139,50,0,67.5666666667,-139.8333333333,0,0
26331,19760501,99991231,60,10,0,-132,45,0,60.1666666667,-132.75,0,0
26332,19730301,99991231,68,19,0,-133,32,0,68.3166666667,-133.5333333333,0,0
26333,19740701,19751031,69,34,0,-138,55,0,69.5666666667,-138.9166666667,0,0
26334,19851028,99991231,69,5,0,-137,3,0,69.0833333333,-137.05,0,0
26335,19860727,99991231,69,34,0,-138,55,0,69.5666666667,-138.9166666667,0,0
26336,19861003,99991231,69,38,0,-135,26,0,69.6333333333,-135.4333333333,0,0
26337,19870723,99991231,68,49,0,-138,45,0,68.8166666667,-138.75,0,0
26339,20020705,99991231,68,45,0,-133,39,0,68.75,-133.65,0,0
26392,19560501,99991231,68,57,0,-137,12,0,68.95,-137.2,0,0
26394,19570601,99991231,69,27,0,-133,0,0,69.45,-133,0,0
26401,19410301,19480701,61,15,0,-149,48,0,61.25,-149.8,0,0
26401,19480701,19510601,61,15,0,-149,48,0,61.25,-149.8,0,0
26401,19510601,19510630,61,15,0,-149,48,0,61.25,-149.8,0,0
26401,19510630,19531031,61,15,0,-149,48,0,61.25,-149.8,0,0
26401,19560401,19610101,61,15,0,-149,48,0,61.25,-149.8,29370,29370
26401,19610101,19820101,61,15,0,-149,48,0,61.25,-149.8,29370,0
26401,19820101,19890901,61,15,0,-149,48,0,61.25,-149.8,29370,0
26401,19890901,19971001,61,15,0,-149,48,0,61.25,-149.8,29370,0
26401,19971001,20150201,61,15,11,-149,47,37,61.2530555556,-149.7936111111,29370,0
26401,20150201,99991231,61,15,11,-149,47,37,61.2530555556,-149.7936111111,29370,0
26402,19420601,19450831,60,29,0,-145,30,0,60.4833333333,-145.5,0,0
26402,19450831,19461201,60,29,0,-145,30,0,60.4833333333,-145.5,0,0
26402,19461201,19461231,60,29,0,-145,30,0,60.4833333333,-145.5,0,0
26403,19401201,19401231,64,51,0,-147,35,0,64.85,-147.5833333333,0,0
26403,19401231,19410201,64,51,0,-147,35,0,64.85,-147.5833333333,0,0
26403,19410201,19570101,64,51,0,-147,35,0,64.85,-147.5833333333,0,0
26403,19570101,19601031,64,51,0,-147,35,0,64.85,-147.5833333333,0,0
26404,19430701,19431130,64,33,0,-149,5,0,64.55,-149.0833333333,0,0
26405,19440501,19451031,63,24,0,-143,19,0,63.4,-143.3166666667,0,0
26405,19451031,19471001,63,24,0,-143,19,0,63.4,-143.3166666667,0,0
26405,19471001,19471231,63,24,0,-143,19,0,63.4,-143.3166666667,0,0
26406,19440601,19451031,63,59,0,-145,43,0,63.9833333333,-145.7166666667,0,0
26406,19451031,19580131,63,59,0,-145,43,0,63.9833333333,-145.7166666667,0,0
26406,19580701,19611231,63,48,0,-145,1,0,63.8,-145.0166666667,570,570
26407,19441101,19450630,64,39,0,-147,4,0,64.65,-147.0666666667,0,0
26407,19450630,19461001,64,39,0,-147,4,0,64.65,-147.0666666667,0,0
26407,19461001,19530101,64,39,0,-147,4,0,64.65,-147.0666666667,0,0
26407,19530101,19540101,64,39,0,-147,4,0,64.65,-147.0666666667,0,0
26407,19540101,19600101,64,39,0,-147,4,0,64.65,-147.0666666667,0,0
26407,19600101,19811231,64,41,0,-147,5,0,64.6833333333,-147.0833333333,0,0
26407,19811231,19950101,64,41,0,-147,5,0,64.6833333333,-147.0833333333,0,0
26407,19950101,99991231,64,41,0,-147,5,0,64.6833333333,-147.0833333333,0,0
26408,19471001,19471130,62,13,0,-149,5,0,62.2166666667,-149.0833333333,0,0
26408,19471130,19481001,62,13,0,-149,5,0,62.2166666667,-149.0833333333,0,0
26408,19481001,19481231,62,13,0,-149,5,0,62.2166666667,-149.0833333333,0,0
26409,19430203,19431128,61,13,0,-149,50,0,61.2166666667,-149.8333333333,0,0
26409,19431128,19460901,61,13,0,-149,50,0,61.2166666667,-149.8333333333,0,0
26409,19460901,19531101,61,13,0,-149,50,0,61.2166666667,-149.8333333333,0,0
26409,19531101,19540204,61,13,0,-149,50,0,61.2166666667,-149.8333333333,0,0
26409,19540204,19571231,61,13,0,-149,50,0,61.2166666667,-149.8333333333,0,0
26409,19571231,19590501,61,13,0,-149,50,0,61.2166666667,-149.8333333333,0,0
26409,19590501,19590731,61,13,0,-149,50,0,61.2166666667,-149.8333333333,0,0
26409,19590731,19610101,61,13,0,-149,50,0,61.2166666667,-149.8333333333,0,0
26409,19610101,19930101,61,13,0,-149,50,0,61.2166666667,-149.8333333333,0,0
26409,19930101,19950101,61,13,0,-149,50,0,61.2166666667,-149.8333333333,0,0
26409,19950101,19971015,61,13,0,-149,50,0,61.2166666667,-149.8333333333,0,0
26409,19971015,20150201,61,13,1,-149,51,18,61.2169444444,-149.855,0,0
26409,20150201,99991231,61,13,1,-149,51,18,61.2169444444,-149.855,0,0
26410,19230301,19290607,60,31,0,-145,36,0,60.5166666667,-145.6,0,0
26410,19290607,19301231,60,31,0,-145,36,0,60.5166666667,-145.6,0,0
26410,19301231,19310201,60,31,0,-145,36,0,60.5166666667,-145.6,0,0
26410,19310201,19330601,60,31,0,-145,36,0,60.5166666667,-145.6,0,0
26410,19330601,19330616,60,32,0,-145,42,0,60.5333333333,-145.7,0,0
26410,19330616,19380101,60,32,0,-145,42,0,60.5333333333,-145.7,0,0
26410,19380101,19380927,60,32,0,-145,42,0,60.5333333333,-145.7,0,0
26410,19380927,19420601,60,32,0,-145,42,0,60.5333333333,-145.7,0,0
26410,19420601,19420611,60,30,0,-145,30,0,60.5,-145.5,0,0
26410,19420611,19420731,60,30,0,-145,30,0,60.5,-145.5,0,0
26410,19420731,19430101,60,30,0,-145,30,0,60.5,-145.5,0,0
26410,19430101,19450901,60,30,0,-145,30,0,60.5,-145.5,0,0
26410,19450901,19460101,60,30,0,-145,30,0,60.5,-145.5,0,0
26410,19460101,19460901,60,30,0,-145,30,0,60.5,-145.5,0,0
26410,19460901,19460930,60,30,0,-145,30,0,60.5,-145.5,0,0
26410,19460930,19640101,60,30,0,-145,30,0,60.5,-145.5,0,0
26410,19640101,19641115,60,30,0,-145,30,0,60.5,-145.5,0,0
26410,19641115,19720101,60,30,0,-145,30,0,60.5,-145.5,0,0
26410,19720101,19760630,60,30,0,-145,30,0,60.5,-145.5,0,0
26410,19760630,19811231,60,30,0,-145,30,0,60.5,-145.5,0,0
26410,19811231,19820101,60,30,0,-145,30,0,60.5,-145.5,0,0
26410,19820101,19850319,60,30,0,-145,30,0,60.5,-145.5,0,0
26410,19850319,19991213,60,30,0,-145,30,0,60.5,-145.5,0,0
26410,19991213,20011204,60,29,20,-145,27,4,60.4888888889,-145.4511111111,0,0
26410,20011204,20110728,60,29,29,-145,27,4,60.4913888889,-145.4511111111,0,0
26410,20110728,20150201,60,29,20,-145,27,4,60.4888888889,-145.4511111111,0,0
26410,20150201,20190530,60,29,20,-145,27,4,60.4888888889,-145.4511111111,0,0
26410,20190530,99991231,60,29,20,-145,27,4,60.4888888889,-145.4511111111,0,0
26411,19290715,19330101,64,50,0,-147,43,0,64.8333333333,-147.7166666667,0,0
26411,19330101,19330701,64,50,0,-147,43,0,64.8333333333,-147.7166666667,0,0
26411,19330701,19420721,64,50,0,-147,43,0,64.8333333333,-147.7166666667,0,0
26411,19420721,19421231,64,50,0,-147,43,0,64.8333333333,-147.7166666667,0,0
26411,19430501,19460901,64,50,0,-147,43,0,64.8333333333,-147.7166666667,9270,9270
26411,19460901,19460930,64,50,0,-147,43,0,64.8333333333,-147.7166666667,9270,0
26411,19460930,19510801,64,50,0,-147,43,0,64.8333333333,-147.7166666667,9270,0
26411,19510801,19510822,64,50,0,-147,43,0,64.8333333333,-147.7166666667,9270,0
26411,19510822,19520101,64,50,0,-147,43,0,64.8333333333,-147.7166666667,9270,0
26411,19520101,19550101,64,49,0,-147,52,0,64.8166666667,-147.8666666667,9270,0
26411,19550101,19550413,64,49,0,-147,52,0,64.8166666667,-147.8666666667,9270,0
26411,19550413,19700101,64,49,0,-147,52,0,64.8166666667,-147.8666666667,9270,0
26411,19700101,19730101,64,49,0,-147,52,0,64.8166666667,-147.8666666667,9270,0
26411,19730101,19790101,64,49,0,-147,52,0,64.8166666667,-147.8666666667,9270,0
26411,19790101,19811231,64,49,0,-147,52,0,64.8166666667,-147.8666666667,9270,0
